topic,partition,offset,timestamp,timestampType,headers,key,value,__confluent_index
"""transaction_log""",0,0,1744302822760,"""CREATE_TIME""",[],null,"{""transaction_id"":""TXN-8c56eb6c"",""timestamp"":""2025-04-04T02:38:33.759157Z"",""user_id"":""USER-8722"",""user_name"":""Sofia"",""product_id"":""PROD-109"",""amount"":968.55,""currency"":""AUD"",""transaction_type"":""payment"",""status"":""failed"",""location"":{""city"":""Toronto"",""country"":""Canada""},""payment_method"":""cryptocurrency"",""product_category"":""electronics"",""quantity"":9,""shipping_address"":{""street"":""522 Main St"",""zip"":""11904"",""city"":""Toronto"",""country"":""Canada""},""device_info"":{""os"":""iOS"",""browser"":""Firefox"",""ip_address"":""188.177.23.230""},""customer_rating"":null,""discount_code"":null,""tax_amount"":0,""thread"":2,""message_number"":0,""timestamp_of_reception_log"":""10/04/2025 18:33:42""}",0
"""transaction_log""",0,1,1744302822761,"""CREATE_TIME""",[],null,"{""transaction_id"":""TXN-926df0f5"",""timestamp"":""2025-04-06T18:22:40.759157Z"",""user_id"":""USER-2056"",""user_name"":""Logan"",""product_id"":""PROD-479"",""amount"":975.73,""currency"":""EUR"",""transaction_type"":""purchase"",""status"":""failed"",""location"":{""city"":""Chicago"",""country"":""USA""},""payment_method"":""apple_pay"",""product_category"":""books"",""quantity"":1,""shipping_address"":{""street"":""353 Main St"",""zip"":""76041"",""city"":""Chicago"",""country"":""USA""},""device_info"":{""os"":""MacOS"",""browser"":""Safari"",""ip_address"":""6.22.217.85""},""customer_rating"":null,""discount_code"":""DISCOUNT-894"",""tax_amount"":0,""thread"":2,""message_number"":1,""timestamp_of_reception_log"":""10/04/2025 18:33:42""}",
"""transaction_log""",0,2,1744302822761,"""CREATE_TIME""",[],null,"{""transaction_id"":""TXN-c68b3f9c"",""timestamp"":""2025-03-27T17:03:12.761224Z"",""user_id"":""USER-6034"",""user_name"":""Nguyen"",""product_id"":""PROD-458"",""amount"":867.64,""currency"":""AUD"",""transaction_type"":""withdrawal"",""status"":""cancelled"",""location"":{""city"":""Shanghai"",""country"":""China""},""payment_method"":""credit_card"",""product_category"":""books"",""quantity"":4,""shipping_address"":{""street"":""948 Main St"",""zip"":""10876"",""city"":""Shanghai"",""country"":""China""},""device_info"":{""os"":""Linux"",""browser"":""Safari"",""ip_address"":""8.148.244.38""},""customer_rating"":null,""discount_code"":null,""tax_amount"":0,""thread"":3,""message_number"":0,""timestamp_of_reception_log"":""10/04/2025 18:33:42""}",
"""transaction_log""",0,3,1744302822761,"""CREATE_TIME""",[],null,"{""transaction_id"":""TXN-b5aab570"",""timestamp"":""2025-03-12T11:59:05.761224Z"",""user_id"":""USER-9217"",""user_name"":""Aubrey"",""product_id"":""PROD-221"",""amount"":884.77,""currency"":""AUD"",""transaction_type"":""payment"",""status"":""completed"",""location"":{""city"":""Yokohama"",""country"":""Japan""},""payment_method"":""paypal"",""product_category"":""home_goods"",""quantity"":3,""shipping_address"":{""street"":""730 Main St"",""zip"":""81105"",""city"":""Yokohama"",""country"":""Japan""},""device_info"":{""os"":""Linux"",""browser"":""Safari"",""ip_address"":""84.213.17.118""},""customer_rating"":2,""discount_code"":null,""tax_amount"":157.58,""thread"":3,""message_number"":1,""timestamp_of_reception_log"":""10/04/2025 18:33:42""}",
"""transaction_log""",0,4,1744302822762,"""CREATE_TIME""",[],null,"{""transaction_id"":""TXN-2cca67f9"",""timestamp"":""2025-03-28T23:11:19.761224Z"",""user_id"":""USER-4851"",""user_name"":""Hall"",""product_id"":""PROD-259"",""amount"":481.94,""currency"":""GBP"",""transaction_type"":""withdrawal"",""status"":""processing"",""location"":{""city"":""Toulouse"",""country"":""France""},""payment_method"":""paypal"",""product_category"":""books"",""quantity"":8,""shipping_address"":{""street"":""785 Main St"",""zip"":""41412"",""city"":""Toulouse"",""country"":""France""},""device_info"":{""os"":""Windows"",""browser"":""Chrome"",""ip_address"":""195.131.40.71""},""customer_rating"":null,""discount_code"":null,""tax_amount"":0,""thread"":3,""message_number"":2,""timestamp_of_reception_log"":""10/04/2025 18:33:42""}",
"""transaction_log""",0,5,1744302822762,"""CREATE_TIME""",[],null,"{""transaction_id"":""TXN-d4629478"",""timestamp"":""2025-03-24T17:40:05.762225Z"",""user_id"":""USER-1397"",""user_name"":""Liam"",""product_id"":""PROD-419"",""amount"":286.26,""currency"":""USD"",""transaction_type"":""refund"",""status"":""failed"",""location"":{""city"":""Shanghai"",""country"":""China""},""payment_method"":""bank_transfer"",""product_category"":""electronics"",""quantity"":9,""shipping_address"":{""street"":""292 Main St"",""zip"":""31016"",""city"":""Shanghai"",""country"":""China""},""device_info"":{""os"":""Windows"",""browser"":""Firefox"",""ip_address"":""165.40.67.234""},""customer_rating"":null,""discount_code"":""DISCOUNT-232"",""tax_amount"":0,""thread"":4,""message_number"":0,""timestamp_of_reception_log"":""10/04/2025 18:33:42""}",
"""transaction_log""",0,6,1744302822762,"""CREATE_TIME""",[],null,"{""transaction_id"":""TXN-fa9fd4eb"",""timestamp"":""2025-04-10T16:09:09.759157Z"",""user_id"":""USER-8968"",""user_name"":""Zoey"",""product_id"":""PROD-734"",""amount"":71.43,""currency"":""USD"",""transaction_type"":""refund"",""status"":""completed"",""location"":{""city"":""Birmingham"",""country"":""UK""},""payment_method"":""paypal"",""product_category"":""clothing"",""quantity"":5,""shipping_address"":{""street"":""745 Main St"",""zip"":""45325"",""city"":""Birmingham"",""country"":""UK""},""device_info"":{""os"":""iOS"",""browser"":""Firefox"",""ip_address"":""34.118.221.236""},""customer_rating"":null,""discount_code"":""DISCOUNT-554"",""tax_amount"":12.76,""thread"":2,""message_number"":3,""timestamp_of_reception_log"":""10/04/2025 18:33:42""}",
"""transaction_log""",0,7,1744302822763,"""CREATE_TIME""",[],null,"{""transaction_id"":""TXN-9b970559"",""timestamp"":""2025-03-14T10:55:30.759157Z"",""user_id"":""USER-6257"",""user_name"":""Carter"",""product_id"":""PROD-126"",""amount"":957.13,""currency"":""CAD"",""transaction_type"":""payment"",""status"":""processing"",""location"":{""city"":""Nice"",""country"":""France""},""payment_method"":""google_pay"",""product_category"":""home_goods"",""quantity"":1,""shipping_address"":{""street"":""545 Main St"",""zip"":""50452"",""city"":""Nice"",""country"":""France""},""device_info"":{""os"":""iOS"",""browser"":""Firefox"",""ip_address"":""92.179.211.101""},""customer_rating"":2,""discount_code"":null,""tax_amount"":0,""thread"":2,""message_number"":4,""timestamp_of_reception_log"":""10/04/2025 18:33:42""}",
"""transaction_log""",0,8,1744302822764,"""CREATE_TIME""",[],null,"{""transaction_id"":""TXN-56279088"",""timestamp"":""2025-04-02T03:28:07.761224Z"",""user_id"":""USER-3964"",""user_name"":""Oliver"",""product_id"":""PROD-671"",""amount"":924.24,""currency"":""GBP"",""transaction_type"":""withdrawal"",""status"":""pending"",""location"":{""city"":""Toulouse"",""country"":""France""},""payment_method"":""google_pay"",""product_category"":""home_goods"",""quantity"":1,""shipping_address"":{""street"":""753 Main St"",""zip"":""58637"",""city"":""Toulouse"",""country"":""France""},""device_info"":{""os"":""MacOS"",""browser"":""Chrome"",""ip_address"":""75.28.226.80""},""customer_rating"":5,""discount_code"":null,""tax_amount"":0,""thread"":3,""message_number"":4,""timestamp_of_reception_log"":""10/04/2025 18:33:42""}",
"""transaction_log""",0,9,1744302822764,"""CREATE_TIME""",[],null,"{""transaction_id"":""TXN-78c47e4c"",""timestamp"":""2025-04-05T14:29:27.759157Z"",""user_id"":""USER-9121"",""user_name"":""Torres"",""product_id"":""PROD-805"",""amount"":908.28,""currency"":""AUD"",""transaction_type"":""payment"",""status"":""cancelled"",""location"":{""city"":""Shanghai"",""country"":""China""},""payment_method"":""credit_card"",""product_category"":""home_goods"",""quantity"":10,""shipping_address"":{""street"":""105 Main St"",""zip"":""56371"",""city"":""Shanghai"",""country"":""China""},""device_info"":{""os"":""Linux"",""browser"":""Firefox"",""ip_address"":""242.118.133.180""},""customer_rating"":null,""discount_code"":""DISCOUNT-682"",""tax_amount"":0,""thread"":2,""message_number"":5,""timestamp_of_reception_log"":""10/04/2025 18:33:42""}",
"""transaction_log""",0,10,1744302822765,"""CREATE_TIME""",[],null,"{""transaction_id"":""TXN-2f44f121"",""timestamp"":""2025-03-29T14:42:14.762225Z"",""user_id"":""USER-9469"",""user_name"":""Henry"",""product_id"":""PROD-950"",""amount"":105.06,""currency"":""AUD"",""transaction_type"":""purchase"",""status"":""pending"",""location"":{""city"":""Munich"",""country"":""Germany""},""payment_method"":""credit_card"",""product_category"":""clothing"",""quantity"":1,""shipping_address"":{""street"":""855 Main St"",""zip"":""21913"",""city"":""Munich"",""country"":""Germany""},""device_info"":{""os"":""iOS"",""browser"":""Firefox"",""ip_address"":""169.164.250.61""},""customer_rating"":4,""discount_code"":""DISCOUNT-444"",""tax_amount"":0,""thread"":4,""message_number"":2,""timestamp_of_reception_log"":""10/04/2025 18:33:42""}",
"""transaction_log""",0,11,1744302822766,"""CREATE_TIME""",[],null,"{""transaction_id"":""TXN-2d1e2bd6"",""timestamp"":""2025-03-21T04:14:02.761224Z"",""user_id"":""USER-1619"",""user_name"":""Smith"",""product_id"":""PROD-130"",""amount"":487.11,""currency"":""JPY"",""transaction_type"":""purchase"",""status"":""failed"",""location"":{""city"":""Hyderabad"",""country"":""India""},""payment_method"":""bank_transfer"",""product_category"":""electronics"",""quantity"":2,""shipping_address"":{""street"":""626 Main St"",""zip"":""31454"",""city"":""Hyderabad"",""country"":""India""},""device_info"":{""os"":""Linux"",""browser"":""Firefox"",""ip_address"":""247.123.78.237""},""customer_rating"":null,""discount_code"":""DISCOUNT-817"",""tax_amount"":0,""thread"":3,""message_number"":5,""timestamp_of_reception_log"":""10/04/2025 18:33:42""}",
"""transaction_log""",0,12,1744302822771,"""CREATE_TIME""",[],null,"{""transaction_id"":""TXN-1b0e7da3"",""timestamp"":""2025-03-25T07:58:58.759157Z"",""user_id"":""USER-9968"",""user_name"":""Perez"",""product_id"":""PROD-706"",""amount"":771.58,""currency"":""JPY"",""transaction_type"":""payment"",""status"":""processing"",""location"":{""city"":""Yokohama"",""country"":""Japan""},""payment_method"":""bank_transfer"",""product_category"":""books"",""quantity"":10,""shipping_address"":{""street"":""916 Main St"",""zip"":""20150"",""city"":""Yokohama"",""country"":""Japan""},""device_info"":{""os"":""MacOS"",""browser"":""Chrome"",""ip_address"":""156.46.243.148""},""customer_rating"":null,""discount_code"":null,""tax_amount"":0,""thread"":2,""message_number"":6,""timestamp_of_reception_log"":""10/04/2025 18:33:42""}",
